constellation,constellation_pattern,modulus,class,window,statistic,g,n_obs,empirical,predicted,predicted_wheel_only,se,z,z_wheel_only,class_mod_6,class_mod_30,class_mod_7,class_mod_11,dist_to_mult_7,dist_to_mult_11,paper_direction,text
sexy,"(0,6)",2310,437,1e7-1e8,hazard,72,1410,0,0,0,0,,,5,17,3,8,3,3,,"Sexy primes (p, p+6), class 437 mod 2310, window 1e7-1e8: hazard of the next pair at gap 72 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,437,1e7-1e8,hazard,120,965,0.0590674,0.06794,0.0711723,0.00792549,-1.12,-1.527,5,17,3,8,3,3,,"Sexy primes (p, p+6), class 437 mod 2310, window 1e7-1e8: hazard of the next pair at gap 120 is 0.05907 vs predicted 0.06794; z = -1.1."
sexy,"(0,6)",2310,437,1e7-1e8,hazard,210,478,0.0543933,0.0682695,0.0708386,0.0102006,-1.36,-1.612,5,17,3,8,3,3,,"Sexy primes (p, p+6), class 437 mod 2310, window 1e7-1e8: hazard of the next pair at gap 210 is 0.05439 vs predicted 0.06827; z = -1.4."
sexy,"(0,6)",2310,437,1e7-1e8,hazard,360,124,0,0,0,0,,,5,17,3,8,3,3,,"Sexy primes (p, p+6), class 437 mod 2310, window 1e7-1e8: hazard of the next pair at gap 360 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,437,1e7-1e8,autocorr_lag1,,2868,-0.0024235,0,0,0.0174527,-0.1389,-0.1389,5,17,3,8,3,3,,"Sexy primes (p, p+6), class 437 mod 2310, window 1e7-1e8: lag-1 autocorrelation of consecutive normalized gaps is -0.0024 (hazard model predicts 0); z = -0.1."
sexy,"(0,6)",2310,443,1e7-1e8,mean_norm_gap,,2771,1.17063,1.17989,1.19949,0.0203313,-0.4555,-1.419,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: mean normalized gap runs 17.1% long; model predicts 18.0% long; z = -0.5."
sexy,"(0,6)",2310,443,1e7-1e8,var_norm_gap,,2771,1.15587,0.973736,0.964515,0.0672401,2.709,2.846,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: variance of the normalized gap is 1.156 vs predicted 0.9737; z = +2.7."
sexy,"(0,6)",2310,443,1e7-1e8,skew_norm_gap,,2771,2.19238,1.92389,1.94791,0.142876,1.879,1.711,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: skewness of the normalized gap is 2.192 vs predicted 1.924; z = +1.9."
sexy,"(0,6)",2310,443,1e7-1e8,kurt_norm_gap,,2771,7.31273,5.47072,5.55818,1.14749,1.605,1.529,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: excess kurtosis of the normalized gap is 7.313 vs predicted 5.471; z = +1.6."
sexy,"(0,6)",2310,443,1e7-1e8,p_tail_2x,,2771,0.11079,0.113732,0.116721,0.00612459,-0.4803,-0.9683,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap > 2x class mean) is 0.1108 vs predicted 0.1137; z = -0.5."
sexy,"(0,6)",2310,443,1e7-1e8,p_tail_3x,,2771,0.0404186,0.040816,0.041999,0.0036624,-0.1085,-0.4315,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap > 3x class mean) is 0.04042 vs predicted 0.04082; z = -0.1."
sexy,"(0,6)",2310,443,1e7-1e8,p_tail_5x,,2771,0.00541321,0.00352936,0.00406288,0.00140599,1.34,0.9604,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap > 5x class mean) is 0.005413 vs predicted 0.003529; z = +1.3."
sexy,"(0,6)",2310,443,1e7-1e8,p_gap_2,,2771,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap = 2) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,p_gap_4,,2771,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap = 4) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,p_gap_6,,2771,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap = 6) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,p_gap_12,,2771,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap = 12) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,p_gap_18,,2771,0.0599062,0.0599719,0.06649,0.00440346,-0.01493,-1.495,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap = 18) is 0.05991 vs predicted 0.05997; z = -0.0."
sexy,"(0,6)",2310,443,1e7-1e8,p_gap_30,,2771,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: P(gap = 30) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,hazard,2,2771,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: hazard of the next pair at gap 2 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,hazard,12,2771,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: hazard of the next pair at gap 12 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,hazard,30,2424,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: hazard of the next pair at gap 30 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,hazard,48,2127,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: hazard of the next pair at gap 48 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,hazard,72,1879,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: hazard of the next pair at gap 72 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,hazard,120,1215,0.0691358,0.0679761,0.0712203,0.00726294,0.1597,-0.287,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: hazard of the next pair at gap 120 is 0.06914 vs predicted 0.06798; z = +0.2."
sexy,"(0,6)",2310,443,1e7-1e8,hazard,210,581,0.0671256,0.0683094,0.0708832,0.010274,-0.1152,-0.3657,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: hazard of the next pair at gap 210 is 0.06713 vs predicted 0.06831; z = -0.1."
sexy,"(0,6)",2310,443,1e7-1e8,hazard,360,184,0,0,0,0,,,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: hazard of the next pair at gap 360 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,443,1e7-1e8,autocorr_lag1,,2770,-0.00406232,0,0,0.0181747,-0.2235,-0.2235,5,23,2,3,2,3,,"Sexy primes (p, p+6), class 443 mod 2310, window 1e7-1e8: lag-1 autocorrelation of consecutive normalized gaps is -0.0041 (hazard model predicts 0); z = -0.2."
sexy,"(0,6)",2310,457,1e7-1e8,mean_norm_gap,,2810,1.15886,1.13955,1.15293,0.0202299,0.9546,0.2928,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: mean normalized gap runs 15.9% long; model predicts 14.0% long; z = +1.0."
sexy,"(0,6)",2310,457,1e7-1e8,var_norm_gap,,2810,1.14596,0.975151,0.960894,0.0549484,3.109,3.368,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: variance of the normalized gap is 1.146 vs predicted 0.9752; z = +3.1."
sexy,"(0,6)",2310,457,1e7-1e8,skew_norm_gap,,2810,1.84318,1.95282,1.95653,0.0994738,-1.102,-1.139,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: skewness of the normalized gap is 1.843 vs predicted 1.953; z = -1.1."
sexy,"(0,6)",2310,457,1e7-1e8,kurt_norm_gap,,2810,4.45706,5.61922,5.59513,0.71437,-1.627,-1.593,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: excess kurtosis of the normalized gap is 4.457 vs predicted 5.619; z = -1.6."
sexy,"(0,6)",2310,457,1e7-1e8,p_tail_2x,,2810,0.121352,0.113769,0.122557,0.00604975,1.254,-0.1991,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap > 2x class mean) is 0.1214 vs predicted 0.1138; z = +1.3."
sexy,"(0,6)",2310,457,1e7-1e8,p_tail_3x,,2810,0.0437722,0.0442274,0.045834,0.00380999,-0.1195,-0.5412,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap > 3x class mean) is 0.04377 vs predicted 0.04423; z = -0.1."
sexy,"(0,6)",2310,457,1e7-1e8,p_tail_5x,,2810,0.00320285,0.0043309,0.00472087,0.00107883,-1.046,-1.407,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap > 5x class mean) is 0.003203 vs predicted 0.004331; z = -1.0."
sexy,"(0,6)",2310,457,1e7-1e8,p_gap_2,,2810,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap = 2) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,p_gap_4,,2810,0.066548,0.0641104,0.0716608,0.00469071,0.5197,-1.09,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap = 4) is 0.06655 vs predicted 0.06411; z = +0.5."
sexy,"(0,6)",2310,457,1e7-1e8,p_gap_6,,2810,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap = 6) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,p_gap_12,,2810,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap = 12) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,p_gap_18,,2810,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap = 18) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,p_gap_30,,2810,0.0512456,0.0561025,0.0616951,0.00423294,-1.147,-2.469,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: P(gap = 30) is 0.05125 vs predicted 0.0561; z = -1.1."
sexy,"(0,6)",2310,457,1e7-1e8,hazard,2,2810,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: hazard of the next pair at gap 2 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,hazard,12,2623,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: hazard of the next pair at gap 12 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,hazard,30,2454,0.0586797,0.06405,0.0715846,0.00483129,-1.112,-2.671,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: hazard of the next pair at gap 30 is 0.05868 vs predicted 0.06405; z = -1.1."
sexy,"(0,6)",2310,457,1e7-1e8,hazard,48,2021,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: hazard of the next pair at gap 48 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,hazard,72,1673,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: hazard of the next pair at gap 72 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,hazard,120,1182,0,0,0,0,,,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: hazard of the next pair at gap 120 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,457,1e7-1e8,hazard,210,561,0.0695187,0.0682702,0.0708508,0.0107281,0.1164,-0.1242,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: hazard of the next pair at gap 210 is 0.06952 vs predicted 0.06827; z = +0.1."
sexy,"(0,6)",2310,457,1e7-1e8,hazard,360,212,0.0660377,0.0652434,0.0703703,0.0169477,0.04687,-0.2556,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: hazard of the next pair at gap 360 is 0.06604 vs predicted 0.06524; z = +0.0."
sexy,"(0,6)",2310,457,1e7-1e8,autocorr_lag1,,2809,-0.00698578,0,0,0.0187378,-0.3728,-0.3728,1,7,2,6,2,5,,"Sexy primes (p, p+6), class 457 mod 2310, window 1e7-1e8: lag-1 autocorrelation of consecutive normalized gaps is -0.0070 (hazard model predicts 0); z = -0.4."
sexy,"(0,6)",2310,461,1e7-1e8,mean_norm_gap,,2855,1.17151,1.17398,1.20178,0.019089,-0.1291,-1.586,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: mean normalized gap runs 17.2% long; model predicts 17.4% long; z = -0.1."
sexy,"(0,6)",2310,461,1e7-1e8,var_norm_gap,,2855,1.0633,0.984105,0.950112,0.0494886,1.6,2.287,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: variance of the normalized gap is 1.063 vs predicted 0.9841; z = +1.6."
sexy,"(0,6)",2310,461,1e7-1e8,skew_norm_gap,,2855,1.80823,1.92437,1.98922,0.0871403,-1.333,-2.077,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: skewness of the normalized gap is 1.808 vs predicted 1.924; z = -1.3."
sexy,"(0,6)",2310,461,1e7-1e8,kurt_norm_gap,,2855,4.17864,5.33912,5.70843,0.581843,-1.994,-2.629,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: excess kurtosis of the normalized gap is 4.179 vs predicted 5.339; z = -2.0."
sexy,"(0,6)",2310,461,1e7-1e8,p_tail_2x,,2855,0.115236,0.120662,0.117494,0.00598907,-0.9059,-0.3769,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap > 2x class mean) is 0.1152 vs predicted 0.1207; z = -0.9."
sexy,"(0,6)",2310,461,1e7-1e8,p_tail_3x,,2855,0.0388792,0.0399173,0.0418268,0.00345562,-0.3004,-0.853,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap > 3x class mean) is 0.03888 vs predicted 0.03992; z = -0.3."
sexy,"(0,6)",2310,461,1e7-1e8,p_tail_5x,,2855,0.00315236,0.00368366,0.00376661,0.00105811,-0.5021,-0.5805,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap > 5x class mean) is 0.003152 vs predicted 0.003684; z = -0.5."
sexy,"(0,6)",2310,461,1e7-1e8,p_gap_2,,2855,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap = 2) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,p_gap_4,,2855,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap = 4) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,p_gap_6,,2855,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap = 6) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,p_gap_12,,2855,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap = 12) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,p_gap_18,,2855,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap = 18) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,p_gap_30,,2855,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: P(gap = 30) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,hazard,2,2855,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: hazard of the next pair at gap 2 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,hazard,12,2855,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: hazard of the next pair at gap 12 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,hazard,30,2482,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: hazard of the next pair at gap 30 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,hazard,48,2178,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: hazard of the next pair at gap 48 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,hazard,72,1779,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: hazard of the next pair at gap 72 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,hazard,120,1253,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: hazard of the next pair at gap 120 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,hazard,210,593,0,0,0,0,,,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: hazard of the next pair at gap 210 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,461,1e7-1e8,hazard,360,192,0.0989583,0.0652404,0.0703705,0.0212752,1.585,1.344,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: hazard of the next pair at gap 360 is 0.09896 vs predicted 0.06524; z = +1.6."
sexy,"(0,6)",2310,461,1e7-1e8,autocorr_lag1,,2854,-0.00925516,0,0,0.0170961,-0.5414,-0.5414,5,11,6,10,1,1,,"Sexy primes (p, p+6), class 461 mod 2310, window 1e7-1e8: lag-1 autocorrelation of consecutive normalized gaps is -0.0093 (hazard model predicts 0); z = -0.5."
sexy,"(0,6)",2310,481,1e7-1e8,mean_norm_gap,,2831,0.902304,0.878337,0.873258,0.0188811,1.269,1.538,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: mean normalized gap runs 9.8% short; model predicts 12.2% short; z = +1.3."
sexy,"(0,6)",2310,481,1e7-1e8,var_norm_gap,,2831,0.993925,0.935651,0.898054,0.046203,1.261,2.075,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: variance of the normalized gap is 0.9939 vs predicted 0.9357; z = +1.3."
sexy,"(0,6)",2310,481,1e7-1e8,skew_norm_gap,,2831,1.79399,2.0499,2.13913,0.090187,-2.838,-3.827,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: skewness of the normalized gap is 1.794 vs predicted 2.05; z = -2.8."
sexy,"(0,6)",2310,481,1e7-1e8,kurt_norm_gap,,2831,3.93696,5.91698,6.4247,0.615968,-3.214,-4.039,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: excess kurtosis of the normalized gap is 3.937 vs predicted 5.917; z = -3.2."
sexy,"(0,6)",2310,481,1e7-1e8,p_tail_2x,,2831,0.152596,0.154342,0.15518,0.00700321,-0.2493,-0.369,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap > 2x class mean) is 0.1526 vs predicted 0.1543; z = -0.2."
sexy,"(0,6)",2310,481,1e7-1e8,p_tail_3x,,2831,0.0681738,0.069745,0.073484,0.00470255,-0.3341,-1.129,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap > 3x class mean) is 0.06817 vs predicted 0.06974; z = -0.3."
sexy,"(0,6)",2310,481,1e7-1e8,p_tail_5x,,2831,0.00847757,0.0116125,0.0146445,0.00171677,-1.826,-3.592,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap > 5x class mean) is 0.008478 vs predicted 0.01161; z = -1.8."
sexy,"(0,6)",2310,481,1e7-1e8,p_gap_2,,2831,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap = 2) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,p_gap_4,,2831,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap = 4) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,p_gap_6,,2831,0.259272,0.256966,0.270815,0.00834638,0.2764,-1.383,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap = 6) is 0.2593 vs predicted 0.257; z = +0.3."
sexy,"(0,6)",2310,481,1e7-1e8,p_gap_12,,2831,0,0.0475804,0.0521882,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap = 12) is 0 vs predicted 0.04758; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,p_gap_18,,2831,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap = 18) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,p_gap_30,,2831,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: P(gap = 30) is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,hazard,2,2831,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: hazard of the next pair at gap 2 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,hazard,12,2097,0,0.0640353,0.0715706,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: hazard of the next pair at gap 12 is 0 vs predicted 0.06404; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,hazard,30,1950,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: hazard of the next pair at gap 30 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,hazard,48,1598,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: hazard of the next pair at gap 48 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,hazard,72,1355,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: hazard of the next pair at gap 72 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,hazard,120,969,0.0660475,0.0679102,0.0711377,0.00816961,-0.228,-0.6231,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: hazard of the next pair at gap 120 is 0.06605 vs predicted 0.06791; z = -0.2."
sexy,"(0,6)",2310,481,1e7-1e8,hazard,210,450,0.06,0.0682205,0.0707749,0.0112029,-0.7338,-0.9618,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: hazard of the next pair at gap 210 is 0.06 vs predicted 0.06822; z = -0.7."
sexy,"(0,6)",2310,481,1e7-1e8,hazard,360,144,0,0,0,0,,,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: hazard of the next pair at gap 360 is 0 vs predicted 0; z undefined."
sexy,"(0,6)",2310,481,1e7-1e8,autocorr_lag1,,2830,-0.00643138,0,0,0.0187243,-0.3435,-0.3435,1,1,5,8,2,3,,"Sexy primes (p, p+6), class 481 mod 2310, window 1e7-1e8: lag-1 autocorrelation of consecutive normalized gaps is -0.0064 (hazard model predicts 0); z = -0.3."
sexy,"(0,6)",2310,487,1e7-1e8,mean_norm_gap,,2835,0.900045,0.899408,0.892623,0.0192743,0.03303,0.3851,1,7,4,3,3,3,,"Sexy primes (p, p+6), class 487 mod 2310, window 1e7-1e8: mean normalized gap runs 10.0% short; model predicts 10.1% short; z = +0.0."
sexy,"(0,6)",2310,487,1e7-1e8,var_norm_gap,,2835,1.07148,0.957627,0.905107,0.0602409,1.89,2.762,1,7,4,3,3,3,,"Sexy primes (p, p+6), class 487 mod 2310, window 1e7-1e8: variance of the normalized gap is 1.071 vs predicted 0.9576; z = +1.9."
sexy,"(0,6)",2310,487,1e7-1e8,skew_norm_gap,,2835,2.0922,2.04536,2.11877,0.257863,0.1817,-0.103,1,7,4,3,3,3,,"Sexy primes (p, p+6), class 487 mod 2310, window 1e7-1e8: skewness of the normalized gap is 2.092 vs predicted 2.045; z = +0.2."
sexy,"(0,6)",2310,487,1e7-1e8,kurt_norm_gap,,2835,7.25646,5.86077,6.31588,3.00839,0.4639,0.3127,1,7,4,3,3,3,,"Sexy primes (p, p+6), class 487 mod 2310, window 1e7-1e8: excess kurtosis of the normalized gap is 7.256 vs predicted 5.861; z = +0.5."
sexy,"(0,6)",2310,487,1e7-1e8,p_tail_2x,,2835,0.150265,0.146293,0.153272,0.00644297,0.6165,-0.4668,1,7,4,3,3,3,,"Sexy primes (p, p+6), class 487 mod 2310, window 1e7-1e8: P(gap > 2x class mean) is 0.1503 vs predicted 0.1463; z = +0.6."
sexy,"(0,6)",2310,487,1e7-1e8,p_tail_3x,,2835,0.0726631,0.0683281,0.0702378,0.00471053,0.9203,0.5149,1,7,4,3,3,3,,"Sexy primes (p, p+6), class 487 mod 2310, window 1e7-1e8: P(gap > 3x class mean) is 0.07266 vs predicted 0.06833; z = +0.9."
sexy,"(0,6)",2310,487,1e7-1e8,p_tail_5x,,2835,0.00952381,0.0109586,0.0130694,0.00184967,-0.7757,-1.917,1,7,4,3,3,3,,"Sexy primes (p, p+6), class 487 mod 2310, window 1e7-1e8: P(gap > 5x class mean) is 0.009524 vs predicted 0.01096; z = -0.8."
